,update,total_updates,T,FPS,window,mean,median,min,max
0,0,244,4096,303,21,-11.739232714285711,-9.62415,-35.388175,-2.679701
1,1,244,8192,299,43,-9.840484441860465,-8.535667,-40.394163,96.944278
2,2,244,12288,305,50,-5.780886419999999,-6.485067000000001,-40.394163,96.944278
3,3,244,16384,303,50,-5.9176742,-6.9398465,-38.055576,95.375316
4,4,244,20480,304,50,-8.194039660000001,-7.705009,-46.481398,95.375316
5,5,244,24576,303,50,-8.144835879999999,-7.432653999999999,-46.481398,97.361447
6,6,244,28672,304,50,-7.851943319999999,-7.113291500000001,-18.861552,-2.518887
7,7,244,32768,302,50,-5.47146382,-7.26354,-16.334532,93.795384
8,8,244,36864,302,50,-2.9021041599999995,-5.973088,-17.666003,97.320426
9,9,244,40960,301,50,-5.5088301,-6.2791025000000005,-17.892685,97.299739
10,10,244,45056,300,50,1.60092218,-5.6806235,-19.505551,96.399644
11,11,244,49152,298,50,8.79732242,-5.8087835000000005,-17.366077,98.390767
12,12,244,53248,295,50,7.058524220000001,-5.584429999999999,-17.366077,96.754196
13,13,244,57344,293,50,-4.15843516,-5.996414,-13.733162,94.593446
14,14,244,61440,293,50,-0.5462693599999994,-5.5769325,-17.228044,98.398909
15,15,244,65536,293,50,7.53963044,-5.0892025,-18.296259,97.595623
16,16,244,69632,292,50,14.935517560000001,-5.589899,-18.296259,98.357201
17,17,244,73728,293,50,20.663566799999998,-4.684583,-21.801545,95.802608
18,18,244,77824,293,50,24.837055420000002,-4.3148835000000005,-25.87001,98.288878
19,19,244,81920,294,50,26.434093159999993,-3.7669930000000003,-25.87001,96.461341
20,20,244,86016,294,50,29.307053220000004,-3.58889,-19.195899,96.461341
21,21,244,90112,294,50,31.330783679999996,-4.2349385,-16.697065,97.210519
22,22,244,94208,295,50,23.952112839999998,-4.05171,-15.062871,98.464318
23,23,244,98304,294,50,23.33659252,-4.1045695,-20.706695,97.662233
