idx,done,ep_length,n_track,n_recover,n_search,off_plume_fraction,turn_score,speed_score,num_exits,max_exit_duration,max_stray_distance,max_odor_lastenc,avg_stray_distance,avg_odor_lastenc,median_stray_distance,median_odor_lastenc,agent_angle_ground_median,radius_final,radius_covered,end_x,end_y,start_x,start_y,reward
0,OOT,299,51,38,210,0.8762541806020067,0.34490773,0.27372634,4,183,1.3110294629945582,182,0.5450825487370559,65.49498327759197,0.5028774383405228,55.0,0.396066971123219,5.954213272044693,-1.9370588771062076,5.885596568667808,-0.9013371843427327,4.0,0.370849609375,-0.19999999999999998
1,OOB,99,3,25,71,0.9696969696969697,0.44287434,0.36795527,2,95,2.048648411868355,95,1.1282486727064327,46.07070707070707,1.1240905870600046,46.0,0.46263440698385233,6.308983347501317,-2.273979673043562,6.294602566748267,-0.4257339612188002,4.0,0.53033447265625,-33.950852864408944
2,OOB,103,6,25,72,0.9320388349514563,0.43726638,0.4211538,1,96,2.006976987505647,96,1.0196556493382578,45.20388349514563,1.1182819653615006,45.0,0.43246253579854965,6.554274314060029,-2.4952287715422745,6.545983379145459,-0.3295654470639632,4.0,0.6898193359375,-35.082943512224944
3,OOB,121,8,25,88,0.9504132231404959,0.42738807,0.47734028,2,113,2.0046859342093084,112,1.1017825529457481,52.32231404958678,1.2257844238149802,52.0,0.43492383137345314,7.369941255480424,-3.2807704810066314,7.363526580447403,-0.3074254515763923,4.0,0.84930419921875,-39.12639391216624
4,OOB,71,33,29,9,0.7323943661971831,0.26916754,0.9810199,4,34,2.0241772830324907,33,0.5697879106515878,9.647887323943662,0.38440051794602437,7.0,0.29787764698266983,5.124801248006557,-0.9995551495756247,5.095370779007915,-0.5484381970667564,4.0,1.0087890625,-28.051231663458214
5,OOB,209,8,25,176,0.9952153110047847,0.39255068,0.19755913,2,201,2.0552219004035353,200,1.150433116498241,96.30622009569377,1.2668309077607691,96.0,0.343790765851736,6.9786186021238,-2.9614642071853146,6.921193357768047,-0.8934204487786254,4.0,0.370849609375,-37.14831491102254
6,OOB,140,7,25,108,0.9428571428571428,0.4092411,0.32926035,1,132,2.015208238109007,132,1.323161353883944,62.7,1.621400971907492,62.5,0.35368758812546724,6.501779217075299,-2.466775542617544,6.455347574272518,-0.7756421100779626,4.0,0.53033447265625,-34.82230490601565
7,OOB,60,28,26,6,0.7166666666666667,0.23644097,0.9585801,3,30,2.0390713817889954,30,0.632132113946996,9.066666666666666,0.4178661012266971,6.5,0.3233760893344879,5.2900997568802595,-1.231054214362505,5.237112290305347,-0.7468669871384517,4.0,0.6898193359375,-29.006677054644193
8,OOB,66,16,25,25,0.8787878787878788,0.23473743,0.88176066,2,50,2.090248720308384,49,0.6161028474173027,19.106060606060606,0.4151001267141382,16.5,0.27004483342170715,4.273156696310231,-0.18398592183643814,4.1913933436523845,-0.8319194612505804,4.0,0.84930419921875,-23.947832777454927
9,OOT,299,126,31,142,0.782608695652174,0.37656096,0.5320667,13,167,0.5769704740318501,166,0.28295284337268223,47.64548494983278,0.3038948581020675,17.0,0.3532786667346957,4.518328280900115,-0.3930821824691826,4.393952978067968,-1.0528379174922522,4.0,1.0087890625,-0.2921138885898864
