,idx,ep_len,outcome,dataset,exit_idx,entry_idx,oob_idx,home_idx,ttc,tts,range_oob,range_home,entered_search_mode,traj_snippet,speed_snippet,home_distances,oob_distances,label,timesteps
0,89,438,HOME,constantx5b5,,358,,419,,61,2.05456280708313,2.05456280708313,True,"        loc_x     loc_y  ...  wind_angle_ground_dt1  wind_speed_ground_dt1
348  0.148207 -0.050070  ...                    0.0                    0.0
349  0.148595 -0.049502  ...                    0.0                    0.0
350  0.148958 -0.048890  ...                    0.0                    0.0
351  0.149292 -0.048239  ...                    0.0                    0.0
352  0.149620 -0.047484  ...                    0.0                    0.0
353  0.149909 -0.046686  ...                    0.0                    0.0
354  0.150154 -0.045850  ...                    0.0                    0.0
355  0.150359 -0.044943  ...                    0.0                    0.0
356  0.150508 -0.044017  ...                    0.0                    0.0
357  0.150598 -0.043079  ...                    0.0                    0.0
358  0.150630 -0.042128  ...                    0.0                    0.0
359  0.150599 -0.041054  ...                    0.0                    0.0
360  0.150493 -0.039907  ...                    0.0                    0.0
361  0.150306 -0.038710  ...                    0.0                    0.0
362  0.150013 -0.037386  ...                    0.0                    0.0
363  0.149619 -0.036017  ...                    0.0                    0.0
364  0.149119 -0.034614  ...                    0.0                    0.0
365  0.148503 -0.033178  ...                    0.0                    0.0
366  0.147770 -0.031727  ...                    0.0                    0.0
367  0.146918 -0.030274  ...                    0.0                    0.0
368  0.145945 -0.028828  ...                    0.0                    0.0

[21 rows x 63 columns]","[-0.0010954367135919407, -0.0009337750162251302, -0.0007653770105535418, -0.0005764064555660586, -0.0004134156190198357, -0.00018246526266196827, 6.240296066342688e-05, 0.00033189027126692694, 0.0006004741690021631, 0.0008670400263517675, 0.001141719796688423, 0.001580820816654005, 0.0019990877406107777, 0.002418210688415884, 0.003043215446459774, 0.003542805164214319, 0.004049565999563742, 0.004598454479869396, 0.005132730494145782, 0.005662055786432446, 0.00620041344754213]","[4.511146  4.947412  5.168668  5.429939  5.556281  5.5663767 5.5580335
 5.6118245 5.708119  5.8038416 5.8947973 5.9678583 6.0173573 6.037545
 6.040875  6.0445604 6.048026  6.04648   6.052165  6.0602903 6.058022
 6.0541034 6.0238547 5.987463  5.9531655 5.911365  5.874924  5.8453426
 5.7995963 5.763803  5.7206993 5.698623  5.671216  5.638752  5.6080036
 5.5784235 5.548947  5.5184674 5.4814143 5.4403796 5.4098268 5.383804
 5.339745  5.304332  5.268219  5.21243   5.129282  5.0400624 4.971531
 4.9032817 4.8289895 4.7153916 4.641581  4.4768066 4.355144  4.208747
 4.0750213 3.8989074 3.735551  3.5353408 3.3637269 3.1848958 2.98999
 2.8301854 2.7425199 2.6311076 2.6183329 2.6285176 2.6401985 2.6730406
 2.614304  2.6148503 2.6162696 2.6750693 2.7673233 2.8917158 3.0256615
 3.095617  3.2660387 3.507973  3.8703275 4.2533174 4.5641    4.783032
 4.897288  4.956673  5.006887  5.0562897 5.1096115 5.1481485 5.201505
 5.2636876 5.3040733 5.334315  5.3647494 5.387942  5.3907366 5.415321
 5.434231  5.4593678 5.48331   5.4899774 5.5095887 5.5247    5.539203
 5.5538654 5.5652676 5.5878882 5.6193175 5.6552157 5.6899695 5.7345834
 5.780182  5.8025975 5.814724  5.8142304 5.806617  5.8010316 5.787324
 5.767792  5.7541404 5.720767  5.7070007 5.6958094 5.691059  5.6790833
 5.676617  5.6696587 5.65039   5.654386  5.651631  5.6449747 5.629624
 5.619898  5.6177373 5.6105824 5.6133146 5.5837765 5.5693746 5.540288
 5.507144  5.482474  5.440891  5.409216  5.366723  5.347097  5.3446407
 5.3288713 5.2745743 5.217378  5.1606607 5.088043  5.014931  4.977365
 4.9293485 4.8680377 4.716557  4.5793877 4.450858  4.354418  4.2373753
 4.101338  3.9227014 3.7933066 3.6228669 3.460355  3.2582319 3.1176324
 2.9281554 2.7411296 2.6447616 2.614214  2.6352248 2.7023296 2.7124972
 2.7613542 2.7802732 2.717427  2.7237165 2.7513752 2.8653796 3.0232053
 3.2007163 3.3428497 3.575663  3.89009   4.223546  4.4920774 4.746793
 4.8919444 4.9749126 5.0701566 5.116956  5.1324873 5.1621346 5.214309
 5.2614193 5.304415  5.3320007 5.360962  5.3756967 5.3799314 5.3901887
 5.409104  5.445765  5.4702272 5.4847755 5.5266094 5.552875  5.566353
 5.5933137 5.605266  5.6235332 5.644675  5.6678915 5.6912084 5.7119465
 5.728728  5.738895  5.7506814 5.760232  5.7595143 5.7505784 5.7335377
 5.702305  5.6752105 5.658819  5.652256  5.629057  5.6165266 5.6309886
 5.6405    5.6480346 5.6558146 5.6710787 5.6648836 5.6474657 5.641301
 5.628475  5.624512  5.6301556 5.6322417 5.60656   5.5906587 5.5740128
 5.552509  5.501172  5.474288  5.419807  5.361454  5.3258476 5.2933955
 5.234963  5.1787868 5.106139  5.0431175 4.9582324 4.9058847 4.77709
 4.699175  4.6119485 4.4472656 4.331617  4.203661  4.0368795 3.8834374
 3.7251124 3.5654151 3.3963926 3.2264285 3.059366  2.9202466 2.826946
 2.77218   2.7395096 2.7165816 2.6952085 2.675239  2.6569993 2.6414146
 2.6288688 2.6189578 2.663775  2.6910381 2.6664765 2.5765998 2.5418324
 2.5119376 2.6463118 2.6129682 2.7009559 2.794776  2.9158611 3.093906
 3.3025482 3.5291479 3.8317893 4.1688704 4.4887176 4.6875777 4.8752766
 4.963664  5.0058966 5.0638027 5.102651  5.146516  5.182909  5.217691
 5.250683  5.2958503 5.3313727 5.3252277 5.3354406 5.353781  5.3630257
 5.3785367 5.3895416 5.4001374 5.411453  5.4204154 5.428929  5.426797
 5.4388094 5.4710183 5.5008574 5.5252414 5.5531597 5.581921  5.602288
 5.612147  5.6115007 5.6040363 5.5748568 5.535934  5.513433  5.4776807
 5.4399357 5.444     5.40839   5.3871064 5.3747253 5.332395  5.302598
 5.3189764 5.3043833 5.276134  5.2524843 5.2240324 5.16296   5.122653
 5.0941277 5.068513  4.9574704 4.886537  4.8672433 4.815273  4.791806
 4.771741  4.7521596 4.6846647 4.626452  4.598159  4.5541844 4.536253
 4.498841  4.4315004 4.355045  4.2597814 4.153463  4.047967  3.9430547
 3.8357701 3.7241201 3.6084182 3.4864652 3.3596692 3.232956  3.112451
 3.0062902 2.9200006 2.8541613 2.8051798 2.7674885 2.7365234 2.7094898
 2.685239  2.6636434 2.644931  2.6292372 2.6164532 2.6061726 2.597689
 2.5900242 2.5820117 2.5724244 2.5601227 2.5441844 2.5240216 2.4994638
 2.4708018 2.4387627 2.4044197 2.3690412 2.3339174 2.3001914 2.2687392
 2.2401116 2.2145386 2.1919847 2.1722202 2.1548984 2.1396143 2.125948
 2.1134925 2.1018693 2.0907364 2.0797935 2.0687873 2.0575154 2.0458272
 2.033627  2.0208745 2.00758   1.9937999 1.9796296 1.9651922 1.9506289
 1.9360868 1.9217092 1.9076262 1.8939486 1.8807632 1.8681313 1.8560883
 1.8446468 1.833799  1.823521  1.813777 ]","[3.6534393 3.5528054 3.598207  3.6139653 3.6119435 3.4570706 3.3770192
 3.3264666 3.2974508 3.307488  3.3439167 3.363181  3.3494475 3.305103
 3.260136  3.2111495 3.1654873 3.1315346 3.1095128 3.1022546 3.1090655
 3.1197102 3.1392708 3.1655369 3.199602  3.2414277 3.2882864 3.330854
 3.3768735 3.4228096 3.4684572 3.5106144 3.5427182 3.5739083 3.597337
 3.614572  3.6283307 3.6387792 3.6464758 3.655874  3.6615083 3.6593788
 3.6561675 3.6547146 3.6451454 3.6402209 3.6526647 3.6856964 3.7185812
 3.741228  3.7635307 3.8050113 3.8348062 3.9019763 4.0124903 4.0982404
 4.161909  4.2363887 4.312159  4.3827014 4.4354944 4.48275   4.5849657
 4.703977  4.8157105 4.979903  5.0935555 5.1457186 5.162452  5.101951
 5.043925  4.9736586 4.870711  4.7567334 4.6042366 4.4294505 4.258606
 4.1244593 4.0250897 3.9228702 3.8084486 3.7121556 3.6718762 3.7007968
 3.758639  3.8407001 3.9159334 3.9807732 4.018382  4.07843   4.094133
 4.083483  4.0397935 4.0257373 4.0077596 4.005549  4.0311832 4.050101
 4.0701246 4.021482  3.9606836 3.881539  3.8214214 3.7596054 3.6946158
 3.6272013 3.5676036 3.5115447 3.4591007 3.3927245 3.3626537 3.3316703
 3.2696195 3.1732686 3.0595307 2.9598944 2.8738472 2.7892852 2.6944609
 2.5918577 2.4827988 2.4078054 2.3358285 2.2950792 2.2574906 2.2515054
 2.2556655 2.2877364 2.3380659 2.4022655 2.4784074 2.56522   2.663661
 2.7656195 2.8705552 2.9746852 3.0677056 3.1581697 3.242745  3.3183277
 3.3985083 3.4684033 3.5341563 3.5957482 3.6477118 3.685686  3.6935334
 3.6845937 3.682288  3.6902473 3.7006953 3.724653  3.7608473 3.775188
 3.7636158 3.7564552 3.8013299 3.9098227 4.0101237 4.0633116 4.0844507
 4.1124654 4.1724935 4.1970944 4.205563  4.2525196 4.329496  4.3929
 4.4946904 4.686518  4.8501973 4.985571  5.074289  5.065472  5.0078187
 4.893449  4.734329  4.6092095 4.497777  4.3826857 4.27042   4.1216645
 3.9684849 3.8448603 3.7636933 3.7223263 3.7060866 3.7240958 3.7331595
 3.7750816 3.794968  3.8235312 3.8427997 3.9033415 3.9729865 4.010445
 3.999872  3.9630933 3.9446137 3.9188132 3.92617   3.942552  4.0097475
 4.069254  4.0813136 4.0401483 4.0147476 3.9332623 3.8368611 3.7129807
 3.6118932 3.5048516 3.4097311 3.323813  3.2229455 3.1268327 3.0379617
 2.979356  2.960191  2.9671803 2.9573123 2.9185283 2.835145  2.7301953
 2.6425903 2.571907  2.50627   2.4263916 2.3799531 2.347888  2.3330402
 2.3426151 2.3757112 2.4284496 2.4918914 2.5767353 2.6774445 2.7864053
 2.905922  3.0253296 3.127007  3.2104976 3.2891479 3.3546479 3.402861
 3.4466317 3.4914894 3.532796  3.5671718 3.6206021 3.6639    3.689967
 3.7185972 3.7537909 3.7903037 3.8317332 3.8798919 3.9191704 3.982121
 4.059677  4.0934963 4.203093  4.357465  4.4568443 4.5794597 4.7593985
 4.9612064 5.1268353 5.255655  5.3630533 5.457657  5.5501375 5.643672
 5.729255  5.796846  5.8441796 5.873916  5.8935943 5.9084487 5.921667
 5.9352083 5.9497137 5.8493977 5.717866  5.605662  5.5562577 5.537555
 5.5249662 5.379668  5.2071524 5.0295277 4.8047457 4.598559  4.393481
 4.1601257 3.9373488 3.7369287 3.593522  3.5357673 3.5392132 3.5628648
 3.6022387 3.6243014 3.668589  3.6996152 3.7297416 3.7524807 3.7730095
 3.7882757 3.7764206 3.757472  3.7602706 3.7720218 3.7799268 3.7611635
 3.7335489 3.6918955 3.6382039 3.5753253 3.5016665 3.4194472 3.358106
 3.2999907 3.2119565 3.0749445 2.9362268 2.8178334 2.7189403 2.6297653
 2.5444229 2.4555197 2.3630936 2.2969918 2.264855  2.2280793 2.202002
 2.1637795 2.0522628 1.9525496 1.83698   1.7454375 1.6848174 1.6458215
 1.606723  1.5775375 1.5585458 1.5521512 1.558804  1.5822229 1.6204826
 1.6644068 1.719188  1.8372533 1.9706155 2.080593  2.2488375 2.4209762
 2.5864446 2.7633727 3.0885482 3.449663  3.7140439 4.0063596 4.264364
 4.4559813 4.6055655 4.7349415 4.8485503 4.9489365 5.04171   5.1258655
 5.198899  5.260159  5.3119035 5.357091  5.398536  5.4417033 5.490025
 5.5454597 5.6064568 5.66807   5.7249355 5.773128  5.8114524 5.8409905
 5.863983  5.882775  5.8992343 5.9145904 5.929539  5.9443755 5.9590783
 5.973355  5.98668   5.9983373 6.007494  6.013316  6.0151086 6.0124474
 6.0052814 5.9939656 5.9792128 5.9619927 5.9433875 5.924446  5.9060655
 5.8889236 5.8734536 5.859866  5.848186  5.838301  5.830007  5.8230457
 5.817134  5.811986  5.8073287 5.8029127 5.7985168 5.7939553 5.789079
 5.783782  5.7779956 5.771692  5.7648797 5.7576017 5.749925  5.7419353
 5.733729  5.725405  5.717057  5.7087684 5.7006083 5.69263   5.6848702
 5.6773505 5.670078  5.6630487 5.656252 ]",TTT-L,61
1,10,318,HOME,constantx5b5,,214,,247,,33,2.05456280708313,2.05456280708313,True,"        loc_x     loc_y  ...  wind_angle_ground_dt1  wind_speed_ground_dt1
204  0.169266 -0.059146  ...                    0.0                    0.0
205  0.170202 -0.058730  ...                    0.0                    0.0
206  0.171135 -0.058243  ...                    0.0                    0.0
207  0.172067 -0.057679  ...                    0.0                    0.0
208  0.172992 -0.057038  ...                    0.0                    0.0
209  0.173936 -0.056291  ...                    0.0                    0.0
210  0.174865 -0.055456  ...                    0.0                    0.0
211  0.175801 -0.054501  ...                    0.0                    0.0
212  0.176736 -0.053420  ...                    0.0                    0.0
213  0.177646 -0.052224  ...                    0.0                    0.0
214  0.178527 -0.050901  ...                    0.0                    0.0
215  0.179364 -0.049454  ...                    0.0                    0.0
216  0.180113 -0.047951  ...                    0.0                    0.0
217  0.180796 -0.046330  ...                    0.0                    0.0
218  0.181388 -0.044641  ...                    0.0                    0.0
219  0.181876 -0.042906  ...                    0.0                    0.0
220  0.182260 -0.041118  ...                    0.0                    0.0
221  0.182534 -0.039297  ...                    0.0                    0.0
222  0.182694 -0.037458  ...                    0.0                    0.0
223  0.182739 -0.035605  ...                    0.0                    0.0
224  0.182668 -0.033748  ...                    0.0                    0.0

[21 rows x 63 columns]","[-0.003767948006739713, -0.0037390691137741128, -0.0036230984509745545, -0.0035146312287724635, -0.0033742411048433285, -0.0033277940633751057, -0.003149392358804126, -0.003038735716864027, -0.002886818341324149, -0.0026504322425355276, -0.0023915457947762397, -0.002078134320247088, -0.001646340070519392, -0.0012602573267929407, -0.0008100836975986903, -0.00033972586560779283, 0.00013801246228115072, 0.0006235826574611802, 0.0011088149394256064, 0.0015962391530141562, 0.0020806662800389175]","[3.538494  3.6129959 3.7180073 4.0132194 4.2560015 4.454798  4.591454
 4.7207217 4.7944255 4.860035  4.9154506 4.9757376 5.0413203 5.085934
 5.108897  5.135915  5.164224  5.1783943 5.201907  5.2099614 5.226259
 5.2460284 5.2506766 5.2692037 5.292704  5.3077826 5.3375597 5.377298
 5.4198594 5.4693904 5.515101  5.5584493 5.5915065 5.608341  5.614534
 5.611525  5.5873017 5.55928   5.530214  5.49178   5.4501057 5.4029083
 5.374685  5.342422  5.3178506 5.2889752 5.261788  5.2360168 5.215215
 5.1821375 5.149455  5.112485  5.0612674 5.022503  5.015517  4.977811
 4.95846   4.9348984 4.906591  4.9029646 4.889093  4.876144  4.884129
 4.879288  4.86635   4.856637  4.8612475 4.8416605 4.828015  4.7816057
 4.7451634 4.6906185 4.607805  4.525374  4.424025  4.301759  4.1854405
 4.054556  3.9252543 3.7989516 3.6580727 3.5086331 3.3547697 3.200996
 3.058466  2.9398644 2.8505318 2.7856855 2.7378244 2.6988838 2.6634738
 2.6297126 2.5971959 2.5664375 2.5382159 2.5129468 2.4907763 2.471571
 2.4547417 2.4393094 2.4240198 2.4075015 2.3884552 2.3658051 2.3388193
 2.307205  2.2711449 2.2312803 2.1886392 2.1445127 2.1002975 2.0573318
 2.016756  1.9794196 1.9458508 1.9162714 1.8906485 1.8687567 1.8502407
 1.8346682 1.8215696 1.8104694 1.8009099 1.7921631 1.7794311 1.7742622
 1.7681597 1.7654039 1.7594882 1.7511606 1.74418   1.7367052 1.7284579
 1.7205215 1.7123172 1.7039145 1.6965142 1.6893966 1.6828545 1.6769893
 1.6716456 1.6669716 1.6623023 1.6455407 1.6421819 1.64831   1.6662428
 1.64914   1.6486038 1.6529896 1.7079198 1.726245  1.8658044 1.9864981
 2.1452534 2.5727236 2.8626277 3.1077664 3.3893585 3.6570907 3.9596705
 4.2449374 4.477429  4.6449065 4.7598205 4.842099  4.9004364 4.9482036
 4.97866   4.9869275 5.0262403 5.064598  5.0909963 5.1193533 5.1417174
 5.1803703 5.2080283 5.2237735 5.238842  5.24728   5.25361   5.2566624
 5.2575936 5.2568274 5.2546606 5.2512155 5.2468805 5.242133  5.237273
 5.215721  5.176845  5.161668  5.172533  5.178211  5.1852827 5.195463
 5.2014203 5.201476  5.194841  5.1840987 5.1713347 5.156887  5.141281
 5.1252966 5.1092434 5.0932283 5.093436  5.0850086 5.070962  5.003376
 4.9646964 4.891927  4.8161325 4.7458906 4.6631227 4.580008  4.5492754
 4.4414387 4.3751864 4.3076835 4.214149  4.14256   4.0829825 4.0131226
 3.9518876 3.899064  3.8438497 3.7890944 3.735817  3.6803415 3.624619
 3.568824  3.5121472 3.4540217 3.3939857 3.3311422 3.2635465 3.1894534
 3.1062813 3.0112054 2.9015293 2.775276  2.6324482 2.4768505 2.31885
 2.1777153 2.0784552 2.0368688 2.0442789 2.0748553 2.1059585 2.127411
 2.13887   2.1441681 2.1472266 2.1503575 2.1542363 2.1584415 2.1619072
 2.163216  2.1608987 2.153734  2.1409435 2.12224   2.0978177 2.068346
 2.0349364 1.9990361 1.9622496 1.9261351 1.8920285 1.8609318 1.8334672
 1.8098984 1.790191  1.7740943 1.7612166 1.7510897 1.743216  1.7371032
 1.7322874 1.7283493 1.7249264 1.7217199 1.7184987 1.7150992 1.7114227
 1.7074276 1.7031213 1.69855   1.6937855 1.6889172 1.6840392 1.679243
 1.6746117 1.6702136 1.6661004 1.6623065 1.65885   1.6557328 1.6529436
 1.6504618 1.6482587 1.6463012 1.6445538 1.6429814 1.6415502 1.6402301
 1.6389946 1.6378214 1.6366934 1.6355977 1.6345251 1.6334704 1.6324315
 1.631408  1.6304013 1.6294141]","[3.6227026 3.5471995 3.5532808 3.5681975 3.6521885 3.703779  3.7680407
 3.834918  3.8765197 3.9096396 3.9349024 3.9275155 3.8971124 3.8481221
 3.8516994 3.8432033 3.8399873 3.80659   3.767826  3.7348092 3.6927707
 3.6451585 3.6101048 3.5735629 3.51876   3.464372  3.4191294 3.3761258
 3.3204699 3.2649684 3.2144701 3.1527002 3.087454  3.0141153 2.9361155
 2.819248  2.7261298 2.6207042 2.5268688 2.4267695 2.34521   2.2811778
 2.1828768 2.0811868 1.9539487 1.8421997 1.7465744 1.6789551 1.6264982
 1.6015613 1.5929651 1.6059017 1.6519247 1.7092904 1.740325  1.8035693
 1.8681562 1.9480852 2.053539  2.1605306 2.2902534 2.4430487 2.5879195
 2.751449  2.9387717 3.1232178 3.2788303 3.4373627 3.5797462 3.7174983
 3.83307   3.9289417 4.0409184 4.156958  4.266497  4.4077077 4.567278
 4.7362266 4.9130936 5.0613585 5.1752977 5.2643566 5.335417  5.397911
 5.4610367 5.5292754 5.6015377 5.66945   5.7264295 5.7700815 5.8011227
 5.8227267 5.8382316 5.8502927 5.860771  5.870631  5.880297  5.8899584
 5.89955   5.908773  5.9171343 5.92395   5.9284143 5.929695  5.9270625
 5.920034  5.9084754 5.8926363 5.873132  5.850861  5.826874  5.802234
 5.7778964 5.754618  5.7329264 5.7131214 5.695304  5.6794233 5.6653194
 5.6527658 5.641504  5.6312695 5.621813  5.5974107 5.5909376 5.5894575
 5.5816946 5.5786524 5.5708885 5.562045  5.554776  5.546764  5.5384164
 5.5304527 5.5224447 5.5144153 5.5072913 5.5004077 5.493971  5.488028
 5.4824705 5.4774346 5.426075  5.4021316 5.4225936 5.4314384 5.3572097
 5.362771  5.3669753 5.3815765 5.271039  5.1156306 4.887348  4.651621
 4.4426484 4.178024  3.8828623 3.6515207 3.4256694 3.269682  3.1783395
 3.1299956 3.1390986 3.1631222 3.1937294 3.227042  3.2553492 3.2838404
 3.3111634 3.3435507 3.372355  3.394665  3.4023333 3.4099874 3.4118478
 3.4007058 3.3798547 3.3505569 3.322048  3.286363  3.2445662 3.195615
 3.139816  3.076896  3.0066872 2.9292297 2.8448853 2.7541342 2.6577117
 2.5649722 2.4908972 2.4198778 2.3264105 2.2195663 2.122272  2.0409458
 1.9678586 1.9048756 1.8494202 1.8042107 1.7699504 1.7458913 1.7318172
 1.7271781 1.7303272 1.7398673 1.7513334 1.7662467 1.7813096 1.8094525
 1.8372625 1.9014384 1.9890234 2.0990891 2.2556808 2.4653618 2.4926088
 2.7262862 2.870533  2.9298651 2.9708552 3.0140212 3.0387359 3.032821
 3.0331893 3.0401728 3.05084   3.068351  3.0943553 3.1275363 3.1667829
 3.2140126 3.2704642 3.335536  3.4100738 3.4946945 3.5890243 3.6924665
 3.804169  3.9229999 4.048055  4.17917   4.31731   4.464774  4.6247525
 4.799534  4.9866114 5.1745076 5.344825  5.482121  5.5816054 5.6483564
 5.6919637 5.7216363 5.743888  5.762422  5.7789183 5.793831  5.8069534
 5.81776   5.825597  5.8297977 5.829786  5.8251615 5.815804  5.801963
 5.7842865 5.76375   5.741502  5.7186947 5.6963434 5.675241  5.6559176
 5.6386538 5.623519  5.610426  5.5991817 5.589534  5.581203  5.5739117
 5.567401  5.5614395 5.555836  5.550435  5.545123  5.539823  5.534492
 5.5291166 5.523708  5.518293  5.5129123 5.507612  5.5024414 5.497443
 5.492657  5.488113  5.483831  5.479822  5.476089  5.4726253 5.469418
 5.4664493 5.463699  5.4611425 5.4587574 5.4565206 5.45441   5.452408
 5.450496  5.4486613 5.4468913 5.445178  5.443514  5.441894  5.440316
 5.438778  5.437278  5.435815 ]",TTT-L,33
