,idx,reward_sum,n_steps,reason
0,0,83.04587342590094,179,HOME
1,1,108.72604743065313,74,HOME
2,2,8.791885917074978,74,HOME
3,3,8.271846008254215,76,HOME
4,4,-5.8073521461337805,299,OOT
5,5,-4.902284391224384,233,OOB
6,6,7.47725365916267,78,HOME
7,7,8.546609121840447,81,HOME
8,8,8.323317744303495,78,HOME
9,9,-5.716662768274546,299,OOT
10,10,4.8807316571474075,179,HOME
11,11,7.152876954176463,90,HOME
12,12,8.571821784833446,163,HOME
13,13,8.615481053013355,85,HOME
14,14,-5.824965715408325,299,OOT
15,15,-5.2568510845303535,240,OOB
16,16,8.047725276090205,94,HOME
17,17,8.655395921668969,148,HOME
18,18,8.695558974985033,89,HOME
19,19,-5.972141444683075,299,OOT
20,20,6.619989162310958,116,HOME
21,21,8.1829891463276,95,HOME
22,22,8.762167541310191,74,HOME
23,23,8.782760586589575,90,HOME
24,24,-5.9438076708465815,299,OOT
25,25,8.17436713911593,70,HOME
26,26,8.746884031919762,68,HOME
27,27,8.735476926201954,68,HOME
28,28,-5.351240904536098,299,OOT
29,29,-4.296318473294377,220,OOB
30,30,7.77958745136857,73,HOME
31,31,8.241986581590027,69,HOME
32,32,8.638443611562252,72,HOME
33,33,8.63598445057869,70,HOME
34,34,-5.793491767719388,299,OOT
35,35,6.4255291521549225,116,HOME
36,36,7.763154867338017,73,HOME
37,37,8.583256809433806,73,HOME
38,38,8.718974035931751,73,HOME
39,39,-5.797591095790267,299,OOT
40,40,4.118792040593689,222,HOME
41,41,7.466671662405133,79,HOME
42,42,8.638286986853927,75,HOME
43,43,8.647981092799455,76,HOME
44,44,-5.850012443959713,299,OOT
45,45,4.4352596202516,197,HOME
46,46,7.399064636789262,78,HOME
47,47,8.648424411658198,77,HOME
48,48,8.686923955567181,79,HOME
49,49,-5.838802566751838,299,OOT
50,50,2.615722748450935,292,HOME
51,51,7.325382564216852,85,HOME
52,52,8.406230932334438,94,HOME
53,53,8.519613384269178,85,HOME
54,54,-5.715331844985485,299,OOT
55,55,4.191495316212695,213,HOME
56,56,7.315810950472951,89,HOME
57,57,8.476432589814067,105,HOME
58,58,8.653127828147262,88,HOME
59,59,-5.740980284288526,299,OOT
60,60,4.712599870050326,190,HOME
61,61,7.35076320823282,90,HOME
62,62,8.432188014499843,166,HOME
63,63,8.635951869830023,93,HOME
64,64,-5.824305042624474,299,OOT
65,65,8.131340722553432,72,HOME
66,66,8.299697520211339,71,HOME
67,67,8.737133730435744,68,HOME
68,68,-5.526458136970177,299,OOT
69,69,-3.717036997899413,192,OOB
70,70,6.420055286085699,120,HOME
71,71,7.988787475973368,69,HOME
72,72,8.782962397672236,69,HOME
73,73,8.840953808743507,71,HOME
74,74,-5.2222367487847805,266,OOB
75,75,5.447911424096674,165,HOME
76,76,7.652881532907486,73,HOME
77,77,8.53367788050673,71,HOME
78,78,8.694745754124597,73,HOME
79,79,-5.885959383100271,299,OOT
80,80,-1.9824078849633224,299,OOT
81,81,8.50828332733363,109,HOME
82,82,9.465803970451816,113,HOME
83,83,9.377817695727572,110,HOME
84,84,-5.837548853829503,299,OOT
85,85,5.348284014966339,215,HOME
86,86,8.572215488180518,112,HOME
87,87,9.43023195443675,112,HOME
88,88,9.380780273815617,111,HOME
89,89,-5.809120636433363,299,OOT
90,90,4.369407227030024,276,HOME
91,91,8.428165612742305,118,HOME
92,92,9.382422603084706,125,HOME
93,93,9.265769388293847,119,HOME
94,94,-5.806528335437179,299,OOT
95,95,4.358003352186643,259,HOME
96,96,8.330823057331145,121,HOME
97,97,9.360872122459114,128,HOME
98,98,9.229420412098989,121,HOME
99,99,-5.796573730185628,299,OOT
100,100,3.9808082099771127,297,HOME
101,101,8.211939530912787,125,HOME
102,102,9.224592818995006,139,HOME
103,103,9.19391751853982,124,HOME
104,104,-5.756796840578318,299,OOT
105,105,8.81942203361541,107,HOME
106,106,9.257360564253759,103,HOME
107,107,9.225396721507423,103,HOME
108,108,-5.605969653697684,299,OOT
109,109,-5.192940279841423,273,OOB
110,110,7.239841978880577,169,HOME
111,111,8.704562133178115,104,HOME
112,112,9.335671204142272,104,HOME
113,113,9.192238592077047,104,HOME
114,114,-5.644242441281676,299,OOT
115,115,4.601454604562605,258,HOME
116,116,8.485723705030978,106,HOME
117,117,9.213160479732323,106,HOME
118,118,9.107560895383358,107,HOME
119,119,-5.640013808384538,299,OOT
120,120,4.946639143599896,249,HOME
121,121,8.454356478527188,110,HOME
122,122,9.106729485276901,109,HOME
123,123,8.967379349283874,111,HOME
124,124,-5.622067584656179,299,OOT
125,125,4.92388897552155,237,HOME
126,126,8.452619995456189,115,HOME
127,127,9.171695576282218,114,HOME
128,128,9.021036238176748,113,HOME
129,129,-5.6561886398121715,299,OOT
130,130,3.8313310858793557,279,HOME
131,131,8.165638484992087,120,HOME
132,132,9.066304334206507,132,HOME
133,133,8.987441584700719,119,HOME
134,134,-5.473970306105912,299,OOT
135,135,4.4749879632290686,261,HOME
136,136,8.027513012290001,123,HOME
137,137,9.098461538320407,136,HOME
138,138,8.990032809088007,124,HOME
139,139,-5.475719920359552,299,OOT
140,140,4.484138904108477,263,HOME
141,141,8.004562757909298,126,HOME
142,142,9.025977311655879,141,HOME
143,143,8.953172826441005,127,HOME
144,144,-5.501996409147978,299,OOT
145,145,8.518653851002455,106,HOME
146,146,9.079145616618916,103,HOME
147,147,9.15926485043019,103,HOME
148,148,-5.267013049684465,299,OOT
149,149,-5.639610352925956,299,OOT
150,150,7.342421080335043,151,HOME
151,151,8.88685393659398,104,HOME
152,152,9.122722656000406,104,HOME
153,153,9.059162945952266,104,HOME
154,154,-5.595411634072661,299,OOT
155,155,4.453639079234563,266,HOME
156,156,8.503497986122966,108,HOME
157,157,9.012521831900813,108,HOME
158,158,8.998265483882278,107,HOME
159,159,-5.583949270658195,299,OOT
160,160,-2.181071182945743,299,OOT
161,161,9.08405058272183,146,HOME
162,162,9.817937288811663,143,HOME
163,163,9.654432715266012,144,HOME
164,164,-5.39548497647047,299,OOT
165,165,-3.586403978028102,299,OOT
166,166,8.957276054192334,152,HOME
167,167,9.501769506372511,147,HOME
168,168,9.44353058282286,147,HOME
169,169,-5.320931961759925,299,OOT
170,170,-4.375390294240788,299,OOT
171,171,8.950860191136599,154,HOME
172,172,9.592937073670328,158,HOME
173,173,9.46924404334277,152,HOME
174,174,-5.057894106954336,299,OOT
175,175,-4.499486222368432,299,OOT
176,176,8.839900444727391,158,HOME
177,177,9.56637116917409,162,HOME
178,178,9.58339897764381,153,HOME
179,179,-5.125729473307729,299,OOT
180,180,-4.35304821319005,299,OOT
181,181,8.92146025155671,158,HOME
182,182,9.557028233539313,165,HOME
183,183,9.443570599367376,158,HOME
184,184,-5.187505234964192,299,OOT
185,185,9.14712708326988,161,HOME
186,186,9.49976747483015,138,HOME
187,187,9.564618334174156,136,HOME
188,188,-5.115485984715633,299,OOT
189,189,-5.538128197193146,299,OOT
190,190,7.907206670730375,244,HOME
191,191,9.254327276721597,139,HOME
192,192,9.438424231950194,140,HOME
193,193,9.379128957632929,138,HOME
194,194,-5.491820988245308,299,OOT
195,195,-3.0915972446091473,299,OOT
196,196,8.813748161308467,146,HOME
197,197,9.341934237862006,141,HOME
198,198,9.32218960719183,143,HOME
199,199,-5.340941260568798,299,OOT
200,200,-1.148075021628756,299,OOT
201,201,9.138930069282651,144,HOME
202,202,9.422658075985964,144,HOME
203,203,9.456148357596248,143,HOME
204,204,-5.154945587273687,299,OOT
205,205,-2.382233962242026,299,OOT
206,206,9.141723001841456,147,HOME
207,207,9.409196172840893,148,HOME
208,208,9.304086138261482,147,HOME
209,209,-5.2223147951299325,299,OOT
210,210,-2.7167561676033074,299,OOT
211,211,9.14587030839175,151,HOME
212,212,9.392347660002542,155,HOME
213,213,9.279480088851415,152,HOME
214,214,-5.044684810913168,299,OOT
215,215,-2.6958662716206163,299,OOT
216,216,9.046778557822108,155,HOME
217,217,9.304319909773767,164,HOME
218,218,9.28812767798081,155,HOME
219,219,-5.059670962160453,299,OOT
220,220,-2.839068367393338,299,OOT
221,221,9.081999886315316,160,HOME
222,222,9.350221429951489,167,HOME
223,223,9.246923872735351,157,HOME
224,224,-5.027901066467166,299,OOT
225,225,8.88854819862172,179,HOME
226,226,9.361823094484862,137,HOME
227,227,9.258780701551586,138,HOME
228,228,-5.042791372630745,299,OOT
229,229,-5.456150761805475,299,OOT
230,230,8.33722856984241,226,HOME
231,231,9.418767098337412,139,HOME
232,232,9.301729654893279,137,HOME
233,233,9.204338954761624,138,HOME
234,234,-5.431666213087738,299,OOT
235,235,-1.225052851055807,299,OOT
236,236,9.098356943606632,142,HOME
237,237,-1.7011533566983417,299,OOT
238,238,9.25984307017643,140,HOME
239,239,-5.215338644804433,299,OOT
